sample_size,method,A,variance,bias,standard_error,bias_over_stderr
1000,cevae,43.0,0.030649861023278706,-0.464176529542745,0.1750710170852923,-2.651361357640393
1000,cevae,44.0,0.025754645648462752,-0.5367846166732306,0.16048254001125092,-3.3448163060953444
1000,cevae,45.0,0.022382571229640286,-7.558540384490866,0.14960805870553995,-50.52228101808111
1000,cevae,46.0,0.026853666932957064,-7.607051937965716,0.16387088494591426,-46.421009689893545
1000,cevae,47.0,0.028300805127030447,-7.910119451107538,0.16822843138729687,-47.02011060720643
1000,cevae,48.0,0.02528043951113068,-8.184498316400047,0.15899823744661662,-51.475402795883056
1000,cevae,49.0,0.031440009748846504,3.948763996165501,0.1773133095648674,22.26998078066387
1000,cevae,50.0,0.03387081089029837,3.9868647823572645,0.18404024258378485,21.66300547306784
1000,cevae,51.0,0.03287209798278276,3.967807953283782,0.1813066407575375,21.88451529798049
1000,cevae,52.0,0.031644273455982634,4.03370034311758,0.17788837358293721,22.675457995780377
1000,cevae,53.0,0.029409850258970215,-0.8215780902473953,0.1714930035277539,-4.790738242067313
1000,cevae,54.0,0.029290182672201116,-0.6820818718661046,0.1711437485630168,-3.9854325828030777
1000,cevae,55.0,0.023651328103241213,-0.43897852660962045,0.15378988296777266,-2.854404451960018
1000,cevae,56.0,0.027529205324781734,-0.4236669033158795,0.16591927351812308,-2.553452015142792
1000,cevae,57.0,0.029511643146328082,-8.063452606058823,0.17178953153882248,-46.937974239929595
1000,cevae,58.0,0.025356995556825995,-7.963963232920264,0.1592388004125439,-50.01270552332615
1000,cevae,59.0,0.02365857673002295,-8.173850773910615,0.15381344781917786,-53.14132730136668
1000,cevae,60.0,0.026125496129266252,-8.141428444850922,0.16163383349183502,-50.369580854259624
1000,cevae,61.0,0.032103743063580645,3.920810426048815,0.17917517423901294,21.88255400169781
1000,cevae,62.0,0.03228903953912044,3.9212621981148446,0.17969151215102075,21.822189324219394
1000,cevae,63.0,0.02936304564886827,3.9400675146934274,0.17135648703468528,22.993395714840343
1000,cevae,64.0,0.03332209245503632,4.100534948767568,0.18254339882624165,22.463342827700725
1000,cevae,65.0,0.030217327157833273,-0.5386281295616601,0.1738313181156758,-3.098567826559486
1000,cevae,66.0,0.035681753084506884,-0.20983555611918464,0.1888961436464675,-1.1108514555591285
1000,cevae,67.0,0.04695477872673809,-0.18941800412815252,0.21669051369808068,-0.874140731384635
1000,cevae,68.0,0.04350537884832745,-0.2770549330595749,0.2085794305494371,-1.3282946085803407
1000,cevae,69.0,0.04000028238755946,-8.181340164559717,0.20000070596765268,-40.90655642927048
1000,cevae,70.0,0.04525009291637043,-7.840412010901221,0.2127206922618729,-36.857777809641426
1000,cevae,71.0,0.053545992588952006,-7.3024532692956825,0.23140007041691238,-31.557696832757603
1000,cevae,72.0,0.051014842422461855,-7.835988685312579,0.22586465509783032,-34.69329312246098
1000,cevae,73.0,0.034203531126690466,3.9303934600878905,0.18494196691581516,21.252036655785055
1000,cevae,74.0,0.03214496773127745,3.9566860303509004,0.17929017745341616,22.068615729821236
1000,cevae,75.0,0.03067057990174098,3.992902919204694,0.17513017987126314,22.799627809095192
1000,cevae,76.0,0.032648200129864795,4.107363848102553,0.18068812946584176,22.731785758394444
1000,cevae,77.0,0.05293315127040179,0.000302091256609896,0.23007205669181513,0.0013130288873565885
1000,cevae,78.0,0.043523877903689064,0.1112738533150377,0.20862377118557,0.5333709226071849
1000,cevae,79.0,0.054418322071473076,0.008009325257491606,0.2332773501038476,0.034333917347424046
1000,cevae,80.0,0.05625486128874184,-0.04449465957338811,0.2371810727877371,-0.18759785108657542
1000,cevae,81.0,0.056308050681424394,-7.2861555236151165,0.23729317453610924,-30.705289091685913
1000,cevae,82.0,0.05024352702432301,-7.4472761385851864,0.22415067928588353,-33.22441922688475
1000,cevae,83.0,0.05660160856815083,-7.640276348125416,0.23791092570151298,-32.11402051249649
1000,cevae,84.0,0.058806411844697135,-7.8676099085702536,0.24250033370017687,-32.443707555048675
1000,cevae,85.0,0.036629514108722484,4.015712557360757,0.19138838551156254,20.982007589578377
1000,cevae,86.0,0.03420657412467302,4.069417141731997,0.1849501936324291,22.002773080733164
1000,cevae,87.0,0.03261855259128096,4.144656385636019,0.18060607019499914,22.94859957453845
1000,cevae,88.0,0.03312667776903879,4.12999986237506,0.18200735635967794,22.691389760166988
1000,cevae,89.0,0.045710748170818404,0.24835605804683197,0.21380072069761225,1.1616240452158852
1000,cevae,90.0,0.04189646927358792,0.0999025736847816,0.2046862703592694,0.4880765745031683
1000,cevae,91.0,0.04434250376957292,-0.21677302017593872,0.21057659834267653,-1.029425975545386
1000,cevae,92.0,0.04981390505501681,-0.3038045185424689,0.22319028889048198,-1.3611905789124357
1000,cevae,93.0,0.04734931664898154,-7.426010365327551,0.21759898126825303,-34.12704564169291
1000,cevae,94.0,0.04347867709353583,-7.099814018342731,0.20851541212470562,-34.049348899430925
1000,cevae,95.0,0.047896560583599326,-7.589495488398013,0.21885282859401048,-34.678535055524165
1000,cevae,96.0,0.05325822592208126,-7.316554005178601,0.23077743806984524,-31.70393980612711
1000,cevae,97.0,0.03185446809200841,4.097755349154069,0.1784782006072686,22.95941652936625
1000,cevae,98.0,0.02997851174175741,4.04463070954135,0.17314303838663975,23.36005390242387
1000,cevae,99.0,0.02972837529291946,4.098667558424996,0.17241918481688592,23.771528457102367
1000,cevae,100.0,0.02995135261819969,4.129227487326848,0.173064590885021,23.859458865679724
1000,cevae,101.0,0.03955549602616484,-0.13466355961221416,0.19888563554506605,-0.6770904255762622
1000,cevae,102.0,0.035225713492968075,-0.24579698512000583,0.18768514457188154,-1.3096240817603337
1000,cevae,103.0,0.030098377712067616,-0.20947559752419592,0.17348884030988165,-1.2074298101828083
1000,cevae,104.0,0.03689002856096199,0.01620843246126976,0.1920677707502276,0.08438913201292807
1000,cevae,105.0,0.04610580000810318,-7.6612939501318085,0.21472261177645727,-35.67995883967639
1000,cevae,106.0,0.03718800363875125,-7.334765746682436,0.19284191359440314,-38.035122188786005
1000,cevae,107.0,0.02996109175774722,-7.7553171428966055,0.17309272589495844,-44.80440817370298
1000,cevae,108.0,0.04141135788664564,-7.637996396831667,0.20349780806349155,-37.533556108125765
1000,cevae,109.0,0.0263938085439003,3.9601000601870973,0.16246171408642807,24.375589550165415
1000,cevae,110.0,0.026187921861967375,4.004718407880654,0.16182682676851629,24.746937747281958
1000,cevae,111.0,0.02821285090913809,3.9480479563988355,0.16796681490442714,23.50492839103527
1000,cevae,112.0,0.028477449013425124,3.883325348299935,0.1687526266860019,23.01194016686709
1000,cevae,113.0,0.025494187984848787,-0.3637555628902273,0.1596689950643167,-2.278185334251662
1000,cevae,114.0,0.021685167516727624,-0.4662346000595298,0.1472588452919811,-3.1660889309235833
1000,cevae,115.0,0.02117145639556099,-0.5515977878562935,0.14550414563015374,-3.790942075687378
1000,cevae,116.0,0.02121032349049127,-0.5708194973746983,0.14563764448277536,-3.9194502177094015
1000,cevae,117.0,0.028754024443099987,-7.332485839995276,0.16957011659811994,-43.241615840680346
1000,cevae,118.0,0.02869694625276051,-8.213851946248448,0.16940173037121112,-48.48741466955138
1000,cevae,119.0,0.02312448923498279,-7.876286737981815,0.15206738386315058,-51.794714539640474
1000,cevae,120.0,0.026946384190686068,-8.208644871813103,0.16415353846532235,-50.00589660482518
1000,cevae,121.0,0.02871623896401128,3.9893606195131595,0.16945866447016297,23.5417919289431
1000,cevae,122.0,0.028573248936107423,4.095540951672496,0.16903623557127456,24.22877519622472
1000,cevae,123.0,0.02952852004909804,4.018376053700546,0.17183864538891722,23.38458874955559
1000,cevae,124.0,0.030489763123080375,3.996021529173683,0.1746131814127455,22.884993543116337
1000,cevae,125.0,0.02311255220885791,-0.888498802527217,0.15202812966309198,-5.844305290713043
1000,cevae,126.0,0.024228204247845313,-0.4048580708910259,0.1556541173494788,-2.601010996593349
1000,cevae,127.0,0.023589470035698872,-0.46552097146355215,0.15358863901896805,-3.030959675383677
1000,cevae,128.0,0.023792625798656052,-0.8529197857668052,0.15424858442999098,-5.529514510092124
1000,cevae,129.0,0.024826642799707033,-8.257500150175888,0.1575647257469356,-52.40703533758084
1000,cevae,130.0,0.024710880235215536,-8.466555267831113,0.15719694728338568,-53.85953998564674
1000,cevae,131.0,0.02556204505626498,-7.670600973992249,0.1598813468052636,-47.976834867016
1000,cevae,132.0,0.025407358327676224,-8.53649457116258,0.15939685796048875,-53.55497392099538
1000,cevae,133.0,0.031779151327639074,3.9519503640092744,0.1782670786422414,22.168705484540528
1000,cevae,134.0,0.032773026143543334,3.9351843429957754,0.18103321834277636,21.737360574039634
1000,cevae,135.0,0.034051935217606945,4.013727829838311,0.18453166453919756,21.750889419770715
1000,cevae,136.0,0.031222713927082132,3.981219071628472,0.17669950177372354,22.531014698200508
1000,cevae,137.0,0.02572732042043948,-0.48901393462353926,0.16039738283538008,-3.0487650482765467
1000,cevae,138.0,0.027800109634053438,-0.14927706195305118,0.16673364877568486,-0.895302556197766
1000,cevae,139.0,0.02593249308260819,-0.36399465326408065,0.1610356888475601,-2.2603353074649557
1000,cevae,140.0,0.028540176982023352,-0.6128802014842406,0.16893838220494287,-3.627832784267711
1000,cevae,141.0,0.02727881132481749,-7.9814823807459785,0.16516298412422042,-48.3248860092225
1000,cevae,142.0,0.028080449318430872,-7.7298184808640995,0.16757222120157886,-46.12828084176084
1000,cevae,143.0,0.03368974225050481,-7.955603807480419,0.1835476566194862,-43.343532431869896
1000,cevae,144.0,0.02860214491330248,-7.977291420147312,0.16912168670310285,-47.16894430074859
1000,cevae,145.0,0.03517695410235067,3.9360190735609435,0.18755520281333352,20.985923154999394
1000,cevae,146.0,0.033798003905767204,3.9711960387116676,0.18384233436770542,21.601096680859303
1000,cevae,147.0,0.033668836085847885,4.0493867302494175,0.1834906975458099,22.06862137650578
1000,cevae,148.0,0.035971419565885794,4.052516509311005,0.18966132859886276,21.36712074754128
1000,cevae,149.0,0.036477281891639374,-0.38051269825504563,0.19099026648402628,-1.9923146098488234
1000,cevae,150.0,0.04490637345355429,-0.2521673269428728,0.21191123956400776,-1.1899667401393577
1000,cevae,151.0,0.05791922985714884,-0.16051647406666136,0.24066414327262972,-0.6669729519483287
1000,cevae,152.0,0.05014315093721465,-0.3702088196389942,0.2239266641943622,-1.6532592086383386
1000,cevae,153.0,0.038377999446468206,-7.606615699563383,0.1959030358275956,-38.828472807627044
1000,cevae,154.0,0.05218675798165278,-7.808788068976232,0.2284442119679393,-34.18247283092533
1000,cevae,155.0,0.06686617749663358,-7.973218354205416,0.25858495218522204,-30.834038434279318
1000,cevae,156.0,0.05501035865553089,-7.807935375075109,0.23454287167921112,-33.29001354496152
1000,cevae,157.0,0.03808888921296556,4.0685429710557175,0.19516374974099457,20.846816975258758
1000,cevae,158.0,0.035221467632128925,4.088714111129499,0.1876738331044819,21.786276986484456
1000,cevae,159.0,0.0385300811918672,4.130490594893448,0.19629080771107751,21.042710267783708
1000,cevae,160.0,0.041283429861371505,4.06934150327404,0.20318324207810914,20.027938631423524
1000,cevae,161.0,0.06726600511047158,0.2731157210418115,0.25935690681081075,1.053049731353548
1000,cevae,162.0,0.06274963351176922,-0.032220068897246136,0.250498769481547,-0.12862366136141692
1000,cevae,163.0,0.0675612563481574,-0.17570677178497407,0.25992548229859536,-0.6759890189724719
1000,cevae,164.0,0.06862350862165424,-0.09719318127118184,0.26196089139727374,-0.37102172294789093
1000,cevae,165.0,0.06865829026880596,-7.523091417990683,0.262027270086161,-28.71110100684141
1000,cevae,166.0,0.06607073286366283,-7.440896482207608,0.25704227835837207,-28.948142421276714
1000,cevae,167.0,0.06785797180603514,-7.8324544431388805,0.2604956272301613,-30.067508335633228
1000,cevae,168.0,0.06820019533899584,-7.492569754850537,0.26115167113958093,-28.69049132312805
1000,cevae,169.0,0.030901942265830463,4.166056903279369,0.17578948280779047,23.699124866500497
1000,cevae,170.0,0.028431702274393802,4.141165164344663,0.1686170284235664,24.559590469961584
1000,cevae,171.0,0.029529526512252543,4.164137228294431,0.17184157387620885,24.23242021336577
1000,cevae,172.0,0.03360379445636798,4.081293298640551,0.1833133777343268,22.264023221237597
1000,cevae,173.0,0.050784823119071135,-0.12499561019861169,0.22535488261644374,-0.554661202576895
1000,cevae,174.0,0.05040867290715091,-0.24893469819766226,0.22451875847499003,-1.1087478831992206
1000,cevae,175.0,0.04996773342302807,-0.28088690303466146,0.22353463584650157,-1.2565699358892326
1000,cevae,176.0,0.05095841360815824,0.037370474382832135,0.2257397032162447,0.1655467507505028
1000,cevae,177.0,0.05063627007651792,-7.6664778818448855,0.22502504322078892,-34.069442992275
1000,cevae,178.0,0.05199584496751653,-7.4462109913897105,0.2280259743264274,-32.65509998755752
1000,cevae,179.0,0.052359186825625424,-7.6123645282346475,0.22882129888982236,-33.267727109179674
1000,cevae,180.0,0.05186192033731158,-7.5334893370830684,0.22773212407851376,-33.0804859769621
1000,cevae,181.0,0.028303876154931656,4.126794880731091,0.16823755869285448,24.529569454019708
1000,cevae,182.0,0.02576220246390266,4.092964803782252,0.16050608232681607,25.500371976236515
1000,cevae,183.0,0.02713859086660282,4.026593197673033,0.16473794604341413,24.442414722178743
1000,cevae,184.0,0.028393949218123573,4.0864089822936975,0.16850504211483872,24.250959680534358
1000,cevae,185.0,0.045937711227104494,-0.16025172510038818,0.2143308452535577,-0.7476839132081393
1000,cevae,186.0,0.0390458026803025,-0.4770825137434639,0.19760010799668734,-2.4143838714473875
1000,cevae,187.0,0.03535823629874159,-0.5755806314272841,0.18803785868473824,-3.060982694938549
1000,cevae,188.0,0.04415878950284429,-0.11231431634033831,0.21013992838783468,-0.5344739441095211
1000,cevae,189.0,0.051259029713871467,-7.730857441668431,0.22640457087671942,-34.14620743623588
1000,cevae,190.0,0.04370680525276852,-8.113418276252299,0.2090617259394185,-38.80872139457698
1000,cevae,191.0,0.03834274867835872,-8.156157527680502,0.19581304522007392,-41.65277915224602
1000,cevae,192.0,0.05278687717280637,-7.48614063664337,0.22975394919958692,-32.583294706025576
1000,cevae,193.0,0.027930042303158157,3.9970920515710384,0.16712283597150376,23.917090853176916
1000,cevae,194.0,0.027281498794778352,3.996965682697622,0.16517111973580112,24.198937980749626
1000,cevae,195.0,0.028405643521020624,3.9222681958380123,0.1685397386998705,23.27206762093447
1000,cevae,196.0,0.0275276013489468,3.9622526934128492,0.16591443984459822,23.881301091840143
1000,cevae,197.0,0.031890935749533826,-0.47482786731475246,0.17858033416234226,-2.6589034539665497
1000,cevae,198.0,0.02556042383575854,-0.39733558396611623,0.15987627665091073,-2.485269186207639
1000,cevae,199.0,0.022285479697566578,-0.5594702455887071,0.1492832197454442,-3.7477102017407478
1000,cevae,200.0,0.02331621410735023,-0.6392329808114183,0.1526964770626691,-4.186298158988087
1000,cevae,201.0,0.03313229508462814,-8.143040404945436,0.1820227872674961,-44.736379039063
1000,cevae,202.0,0.03089863132674787,-7.851783010768282,0.17578006521431225,-44.66822219684203
1000,cevae,203.0,0.02358313432759325,-7.855599347108535,0.1535680120584793,-51.15387795810687
1000,cevae,204.0,0.026089464296503266,-8.415343178011813,0.1615223337390321,-52.100183195769624
1000,cevae,205.0,0.030636725828763395,3.943687867343897,0.17503349916162733,22.53104626390554
1000,cevae,206.0,0.029795082376893368,3.9139301537699467,0.1726125209157591,22.674659595986554
1000,cevae,207.0,0.026673355004173664,3.9939828464740885,0.16331979366927227,24.454983420821787
1000,cevae,208.0,0.028159646602714535,3.9281569425929264,0.16780836273176178,23.408588693949685
1000,cevae,209.0,0.02356235067204174,-0.40834907601865866,0.1535003279216098,-2.6602488838147376
1000,cevae,210.0,0.02507007649030625,-0.43724045707417647,0.15833532925505367,-2.7614838654855727
1000,cevae,211.0,0.02071370501932297,-0.4554749719771496,0.14392256605314876,-3.1647224230906814
1000,cevae,212.0,0.023564285496823746,-0.5536401834993805,0.1535066301396254,-3.60662065863738
1000,cevae,213.0,0.02598439693592239,-8.410068753562635,0.16119676465711832,-52.17268951676353
1000,cevae,214.0,0.024944604207586006,-8.430067890454113,0.15793860898331985,-53.375599194649276
1000,cevae,215.0,0.02216123120496756,-7.996270922461681,0.14886648785058226,-53.714378823040164
1000,cevae,216.0,0.025862223491063017,-8.071149894172093,0.16081736066439786,-50.18829970114603
1000,cevae,217.0,0.029535694840035997,4.020008396526295,0.17185952065578444,23.39124641559967
1000,cevae,218.0,0.0343203077126952,3.950494749158736,0.1852574093327854,21.3243549253261
1000,cevae,219.0,0.0358779906688736,3.994625479214533,0.18941486390691095,21.089292555085407
1000,cevae,220.0,0.03009238980919531,3.977434606644921,0.17347158213723454,22.928450629442843
1000,cevae,221.0,0.02120434385576986,-0.4644382673248616,0.14561711388353316,-3.1894483755276637
1000,cevae,222.0,0.028860221115150853,-0.449758399492708,0.16988296299261693,-2.6474602960171727
1000,cevae,223.0,0.029291724708454384,-0.3541580873855744,0.17114825359452074,-2.0693058792445234
1000,cevae,224.0,0.02409701806933805,-0.49995954044199137,0.15523214251352085,-3.220721767712795
1000,cevae,225.0,0.021771166803065702,-8.277903367923424,0.14755055676975842,-56.10214931849068
1000,cevae,226.0,0.02915678560507644,-8.121931308848957,0.1707535815292799,-47.565217877765285
1000,cevae,227.0,0.033242753729320486,-7.607899777734464,0.18232595462336262,-41.72691591523752
1000,cevae,228.0,0.025623886616439634,-7.6775862821972485,0.1600746282720645,-47.96254325294039
1000,cevae,229.0,0.04310789948034355,4.0218548528001055,0.20762441927755884,19.370818070409936
1000,cevae,230.0,0.04573052274257208,4.040051700166725,0.21384696103188391,18.892256783412346
1000,cevae,231.0,0.04275020100665837,4.086925129669392,0.20676121736597114,19.766400980486875
1000,cevae,232.0,0.04061995574768462,4.006071944918729,0.20154393006906615,19.876916876364906
1000,cevae,233.0,0.0334644612512409,-0.3370065173880038,0.18293294195207405,-1.8422407347294232
1000,cevae,234.0,0.04612417973751264,-0.3475484911855438,0.21476540628674964,-1.618270359247268
1000,cevae,235.0,0.05547921436267143,-0.08216535887202552,0.23554026059820735,-0.3488378532967067
1000,cevae,236.0,0.03962830248115564,-0.26660397189570617,0.1990685873792137,-1.3392568632028399
1000,cevae,237.0,0.03773465000880618,-7.380704021084702,0.19425408620877496,-37.99510303815321
1000,cevae,238.0,0.05663115846664049,-7.62343875685649,0.23797302045954807,-32.03488673688689
1000,cevae,239.0,0.066788971070924,-7.940685664351671,0.258435622681789,-30.725971837593818
1000,cevae,240.0,0.04928920575213987,-7.87237737868918,0.22201172435738584,-35.45928667270082
1000,cevae,241.0,0.043414525035352584,4.035202647486848,0.2083615248440858,19.366352067668622
1000,cevae,242.0,0.04896615563562046,4.046988424662038,0.22128297638006514,18.288747245116237
1000,cevae,243.0,0.04451370301073531,4.088372089360559,0.2109827078476701,19.377759111483066
1000,cevae,244.0,0.04192497877126874,4.002914891675749,0.20475590045531958,19.549692501043396
1000,cevae,245.0,0.06619915114938195,-0.11056369655634442,0.2572919570242761,-0.42972076482714333
1000,cevae,246.0,0.07014988021411614,-0.5055188702144823,0.2648582266309962,-1.908639488547122
1000,cevae,247.0,0.07160686137438932,-0.28410541094929975,0.26759458397805685,-1.0617009011385552
1000,cevae,248.0,0.06622315047062288,-0.028607956947814244,0.2573385911025062,-0.11116854578728451
1000,cevae,249.0,0.07027128193139624,-7.597035314890045,0.2650873100157687,-28.658615587589374
1000,cevae,250.0,0.06974022517243753,-7.6017905737658085,0.26408374651318,-28.78552987124641
1000,cevae,251.0,0.07045346002323502,-8.075741553655435,0.26543070663213597,-30.425046356251897
1000,cevae,252.0,0.07067183970756366,-7.6226339545287995,0.26584175689226036,-28.673576505206743
1000,cevae,253.0,0.03410717337548448,4.110024882833001,0.18468127510791255,22.254691930361865
1000,cevae,254.0,0.035794662811632974,4.09402774100546,0.1891947748000271,21.63922204158502
1000,cevae,255.0,0.03552059098674978,4.138998449312682,0.1884690716981165,21.961154750856906
1000,cevae,256.0,0.034422477741430695,4.105213173385801,0.18553295594430305,22.12659822343468
1000,cevae,257.0,0.05270564105829351,-0.4197248526185985,0.22957709175415023,-1.8282523287126309
1000,cevae,258.0,0.05249628362953892,-0.5227148839871452,0.22912067481905452,-2.2813955327250732
1000,cevae,259.0,0.052529258848182915,-0.37426255409877446,0.2291926238956719,-1.6329607285666319
1000,cevae,260.0,0.04912684872566732,-0.13803807742405202,0.22164577308324046,-0.6227868707074823
1000,cevae,261.0,0.04874663937763617,-7.344000923871174,0.22078641121598985,-33.262920862854735
1000,cevae,262.0,0.049554042825360946,-7.683649346249086,0.22260737369943734,-34.51659852302775
1000,cevae,263.0,0.05227833235170365,-7.643789607221114,0.22864455460759098,-33.4308841089161
1000,cevae,264.0,0.04712641155085734,-7.870979115303567,0.2170861846153673,-36.257393022266
1000,cevae,265.0,0.031079899394374638,4.152013758188499,0.1762949216352378,23.551522186096793
1000,cevae,266.0,0.03379205077378233,4.063373632357583,0.18382614279199336,22.104438305902185
1000,cevae,267.0,0.03555696650641199,4.032665642752063,0.18856554962774083,21.38601484053266
1000,cevae,268.0,0.03839955481039504,3.971340979487445,0.19595804349501716,20.266282050261584
1000,cevae,269.0,0.05243171200298785,-0.3446311701705444,0.22897971963252084,-1.5050728978253067
1000,cevae,270.0,0.04501424990033293,-0.43982851558412756,0.21216561903459508,-2.0730433026116755
1000,cevae,271.0,0.041948426351043004,-0.4579401360110431,0.2048131498489367,-2.235892257644611
1000,cevae,272.0,0.05001117693898434,-0.18980069873291353,0.22363178874879203,-0.8487196735081285
1000,cevae,273.0,0.0543131312386273,-8.133725796305656,0.23305177802073793,-34.90093860421817
1000,cevae,274.0,0.050769188400253136,-8.2943046080726,0.22532019084017557,-36.81119111937877
1000,cevae,275.0,0.047927778350480475,-8.593760819187734,0.21892413834586738,-39.25451475620691
1000,cevae,276.0,0.05235550399767335,-8.083156727578512,0.22881325135942926,-35.326436207495505
1000,cevae,277.0,0.03530646614244371,4.096577032001037,0.18790014939441563,21.801882782977643
1000,cevae,278.0,0.03273829934053061,4.046412707076709,0.18093728012913926,22.363620720885645
1000,cevae,279.0,0.033522809077544964,4.007125446271853,0.18309235122621853,21.88581565223812
1000,cevae,280.0,0.03545388247151566,3.9762761864697524,0.1882920138282972,21.117604011053302
1000,cevae,281.0,0.03164738055961804,-0.48616782634170636,0.17789710666454933,-2.7328596594797125
1000,cevae,282.0,0.02732178077950356,-0.21922958122325492,0.1652930149144348,-1.3263088058303056
1000,cevae,283.0,0.026894567360959326,-0.575261629685874,0.16399563213988147,-3.507786287839665
1000,cevae,284.0,0.030883741399615174,-0.5744048474386819,0.17573770625456328,-3.2685350212016133
1000,cevae,285.0,0.03678560623428845,-8.788927720330733,0.19179574091801008,-45.82441548630568
1000,cevae,286.0,0.02751612383144424,-8.369630463601048,0.16587984757481616,-50.45598115724169
1000,cevae,287.0,0.025066221453983673,-8.220882047110909,0.1583231551415764,-51.92469818934316
1000,cevae,288.0,0.02805165730252981,-8.344824324488602,0.16748628989421735,-49.82392487026317
1000,cevae,289.0,0.02911739753199385,3.944633900722475,0.17063820654236217,23.116944209931034
1000,cevae,290.0,0.027602033384571335,3.981198190344256,0.16613859691405647,23.963114317160933
1000,cevae,291.0,0.026590335499084423,3.9928058547416163,0.16306543318276998,24.485912046523843
1000,cevae,292.0,0.029633623693418633,4.020043974705723,0.1721441944807278,23.35277112790337
1000,cevae,293.0,0.02318755808327603,-0.42322126528717935,0.15227461404737175,-2.779329095232628
1000,cevae,294.0,0.02347511804943231,-0.39075415153001825,0.15321591969972412,-2.550349547852643
1000,cevae,295.0,0.01948182460340563,-0.3121325934938903,0.13957730690698122,-2.2362703537610553
1000,cevae,296.0,0.022764237963566678,-0.4371302319773357,0.1508782222972112,-2.8972387487191087
1000,cevae,297.0,0.022967743741751267,-8.384043910951934,0.15155112583465444,-55.321554787386454
